index_name,series_id,unique_id,ds,y
RUSSELL1000,return,RUSSELL1000_return,2009-01-02,0.0317000625
RUSSELL1000,return,RUSSELL1000_return,2009-01-05,-0.0035264783
RUSSELL1000,return,RUSSELL1000_return,2009-01-06,0.0092391154
RUSSELL1000,return,RUSSELL1000_return,2009-01-07,-0.0295802143
RUSSELL1000,return,RUSSELL1000_return,2009-01-08,0.0044201724
RUSSELL1000,return,RUSSELL1000_return,2009-01-09,-0.0212207262
RUSSELL1000,return,RUSSELL1000_return,2009-01-12,-0.0237497402
RUSSELL1000,return,RUSSELL1000_return,2009-01-13,0.002697722
RUSSELL1000,return,RUSSELL1000_return,2009-01-14,-0.0340852077
RUSSELL1000,return,RUSSELL1000_return,2009-01-15,0.0028589893
RUSSELL1000,return,RUSSELL1000_return,2009-01-16,0.0083994646
RUSSELL1000,return,RUSSELL1000_return,2009-01-20,-0.0537628049
RUSSELL1000,return,RUSSELL1000_return,2009-01-21,0.0435353212
RUSSELL1000,return,RUSSELL1000_return,2009-01-22,-0.0161676812
RUSSELL1000,return,RUSSELL1000_return,2009-01-23,0.0060342468
RUSSELL1000,return,RUSSELL1000_return,2009-01-26,0.0052841321
RUSSELL1000,return,RUSSELL1000_return,2009-01-27,0.0108977779
RUSSELL1000,return,RUSSELL1000_return,2009-01-28,0.0340431407
RUSSELL1000,return,RUSSELL1000_return,2009-01-29,-0.0331630672
RUSSELL1000,return,RUSSELL1000_return,2009-01-30,-0.022812563
RUSSELL1000,return,RUSSELL1000_return,2009-02-02,-0.0002480936
RUSSELL1000,return,RUSSELL1000_return,2009-02-03,0.015161893
RUSSELL1000,return,RUSSELL1000_return,2009-02-04,-0.0058726939
RUSSELL1000,return,RUSSELL1000_return,2009-02-05,0.0165936524
RUSSELL1000,return,RUSSELL1000_return,2009-02-06,0.0282015495
RUSSELL1000,return,RUSSELL1000_return,2009-02-09,0.0012982006
RUSSELL1000,return,RUSSELL1000_return,2009-02-10,-0.0481411698
RUSSELL1000,return,RUSSELL1000_return,2009-02-11,0.0076749261
RUSSELL1000,return,RUSSELL1000_return,2009-02-12,0.0026103144
RUSSELL1000,return,RUSSELL1000_return,2009-02-13,-0.0095364511
RUSSELL1000,return,RUSSELL1000_return,2009-02-17,-0.0453259468
RUSSELL1000,return,RUSSELL1000_return,2009-02-18,-0.0016369127
RUSSELL1000,return,RUSSELL1000_return,2009-02-19,-0.0117431884
RUSSELL1000,return,RUSSELL1000_return,2009-02-20,-0.0106385975
RUSSELL1000,return,RUSSELL1000_return,2009-02-23,-0.0352112597
RUSSELL1000,return,RUSSELL1000_return,2009-02-24,0.0405406174
RUSSELL1000,return,RUSSELL1000_return,2009-02-25,-0.0104633835
RUSSELL1000,return,RUSSELL1000_return,2009-02-26,-0.0156705357
RUSSELL1000,return,RUSSELL1000_return,2009-02-27,-0.0217480124
RUSSELL1000,return,RUSSELL1000_return,2009-03-02,-0.0480311132
RUSSELL1000,return,RUSSELL1000_return,2009-03-03,-0.0060548417
RUSSELL1000,return,RUSSELL1000_return,2009-03-04,0.0247738508
RUSSELL1000,return,RUSSELL1000_return,2009-03-05,-0.0425401214
RUSSELL1000,return,RUSSELL1000_return,2009-03-06,0.0012715706
RUSSELL1000,return,RUSSELL1000_return,2009-03-09,-0.0097586288
RUSSELL1000,return,RUSSELL1000_return,2009-03-10,0.063892843
RUSSELL1000,return,RUSSELL1000_return,2009-03-11,0.0030739855
RUSSELL1000,return,RUSSELL1000_return,2009-03-12,0.0409893628
RUSSELL1000,return,RUSSELL1000_return,2009-03-13,0.0074621881
RUSSELL1000,return,RUSSELL1000_return,2009-03-16,-0.0046680606
RUSSELL1000,return,RUSSELL1000_return,2009-03-17,0.0321834338
RUSSELL1000,return,RUSSELL1000_return,2009-03-18,0.0213737751
RUSSELL1000,return,RUSSELL1000_return,2009-03-19,-0.01187791
RUSSELL1000,return,RUSSELL1000_return,2009-03-20,-0.0203523593
RUSSELL1000,return,RUSSELL1000_return,2009-03-23,0.0705228583
RUSSELL1000,return,RUSSELL1000_return,2009-03-24,-0.0203675247
RUSSELL1000,return,RUSSELL1000_return,2009-03-25,0.0098131357
RUSSELL1000,return,RUSSELL1000_return,2009-03-26,0.0248279788
RUSSELL1000,return,RUSSELL1000_return,2009-03-27,-0.0208833114
RUSSELL1000,return,RUSSELL1000_return,2009-03-30,-0.034911812
RUSSELL1000,return,RUSSELL1000_return,2009-03-31,0.0133017069
RUSSELL1000,return,RUSSELL1000_return,2009-04-01,0.016543215
RUSSELL1000,return,RUSSELL1000_return,2009-04-02,0.0300206268
RUSSELL1000,return,RUSSELL1000_return,2009-04-03,0.0107681222
RUSSELL1000,return,RUSSELL1000_return,2009-04-06,-0.0085459789
RUSSELL1000,return,RUSSELL1000_return,2009-04-07,-0.0241394336
RUSSELL1000,return,RUSSELL1000_return,2009-04-08,0.0122922543
RUSSELL1000,return,RUSSELL1000_return,2009-04-09,0.0391442218
RUSSELL1000,return,RUSSELL1000_return,2009-04-13,0.0023847069
RUSSELL1000,return,RUSSELL1000_return,2009-04-14,-0.0202591831
RUSSELL1000,return,RUSSELL1000_return,2009-04-15,0.0123875954
RUSSELL1000,return,RUSSELL1000_return,2009-04-16,0.016693945
RUSSELL1000,return,RUSSELL1000_return,2009-04-17,0.0054780322
RUSSELL1000,return,RUSSELL1000_return,2009-04-20,-0.0439456782
RUSSELL1000,return,RUSSELL1000_return,2009-04-21,0.0221936049
RUSSELL1000,return,RUSSELL1000_return,2009-04-22,-0.006583152
RUSSELL1000,return,RUSSELL1000_return,2009-04-23,0.0087276369
RUSSELL1000,return,RUSSELL1000_return,2009-04-24,0.0178455438
RUSSELL1000,return,RUSSELL1000_return,2009-04-27,-0.0105190381
RUSSELL1000,return,RUSSELL1000_return,2009-04-28,-0.0024222385
RUSSELL1000,return,RUSSELL1000_return,2009-04-29,0.022643489
RUSSELL1000,return,RUSSELL1000_return,2009-04-30,-0.0002936056
RUSSELL1000,return,RUSSELL1000_return,2009-05-01,0.0051647678
RUSSELL1000,return,RUSSELL1000_return,2009-05-04,0.0348610573
RUSSELL1000,return,RUSSELL1000_return,2009-05-05,-0.0037419102
RUSSELL1000,return,RUSSELL1000_return,2009-05-06,0.0165236783
RUSSELL1000,return,RUSSELL1000_return,2009-05-07,-0.0144862309
RUSSELL1000,return,RUSSELL1000_return,2009-05-08,0.0248664134
RUSSELL1000,return,RUSSELL1000_return,2009-05-11,-0.0208876246
RUSSELL1000,return,RUSSELL1000_return,2009-05-12,-0.001875863
RUSSELL1000,return,RUSSELL1000_return,2009-05-13,-0.0279906173
RUSSELL1000,return,RUSSELL1000_return,2009-05-14,0.0109759501
RUSSELL1000,return,RUSSELL1000_return,2009-05-15,-0.0109698726
RUSSELL1000,return,RUSSELL1000_return,2009-05-18,0.0314305271
RUSSELL1000,return,RUSSELL1000_return,2009-05-19,-0.000911846
RUSSELL1000,return,RUSSELL1000_return,2009-05-20,-0.0046686739
RUSSELL1000,return,RUSSELL1000_return,2009-05-21,-0.0167233845
RUSSELL1000,return,RUSSELL1000_return,2009-05-22,-0.0014214541
RUSSELL1000,return,RUSSELL1000_return,2009-05-26,0.0268348828
RUSSELL1000,return,RUSSELL1000_return,2009-05-27,-0.0184349987
RUSSELL1000,return,RUSSELL1000_return,2009-05-28,0.0148895142
RUSSELL1000,return,RUSSELL1000_return,2009-05-29,0.0136996634
RUSSELL1000,return,RUSSELL1000_return,2009-06-01,0.0270183477
RUSSELL1000,return,RUSSELL1000_return,2009-06-02,0.0020264864
RUSSELL1000,return,RUSSELL1000_return,2009-06-03,-0.014409041
RUSSELL1000,return,RUSSELL1000_return,2009-06-04,0.0119056457
