index_name,series_id,unique_id,ds,y,lag_1,lag_2,lag_5,vol_5,vol_21,mom_5,mom_21
TOPIX1000,return,TOPIX1000_return,2009-01-08,-0.0311665698,0.0140060647,0.0003021609,,0.010106103288561307,,0.011443016266666666,
TOPIX1000,return,TOPIX1000_return,2009-01-09,-0.0068209919,-0.0311665698,0.0140060647,,0.022846949219663477,,0.0007906197499999998,
TOPIX1000,return,TOPIX1000_return,2009-01-13,-0.0481666776,-0.0068209919,-0.0311665698,0.0200208232,0.020076718926819052,,-0.0007317025800000002,
TOPIX1000,return,TOPIX1000_return,2009-01-14,0.006552803,-0.0481666776,-0.0068209919,0.0003021609,0.02500900361517046,,-0.01436920274,
TOPIX1000,return,TOPIX1000_return,2009-01-15,-0.0291285334,0.006552803,-0.0481666776,0.0140060647,0.026059875072078995,,-0.013119074320000002,
TOPIX1000,return,TOPIX1000_return,2009-01-16,0.027758978,-0.0291285334,0.006552803,-0.0311665698,0.02159212389749802,,-0.021745993940000003,
TOPIX1000,return,TOPIX1000_return,2009-01-19,-0.0002878303,0.027758978,-0.0291285334,-0.0068209919,0.02971712561032685,,-0.009960884380000002,
TOPIX1000,return,TOPIX1000_return,2009-01-20,-0.0155959486,-0.0002878303,0.027758978,-0.0481666776,0.030031661744357726,0.024442263887768198,-0.008654252060000001,-0.0046929773200000005
TOPIX1000,return,TOPIX1000_return,2009-01-21,-0.0224482655,-0.0155959486,-0.0002878303,0.006552803,0.021693246240426952,0.023419834243512384,-0.00214010626,-0.005684156527272727
TOPIX1000,return,TOPIX1000_return,2009-01-22,0.0113449207,-0.0224482655,-0.0155959486,-0.0291285334,0.022644149328675704,0.022848318213650645,-0.007940319960000001,-0.007081165608333333
TOPIX1000,return,TOPIX1000_return,2009-01-23,-0.0285124198,0.0113449207,-0.0224482655,0.027758978,0.02028786593296358,0.022464612505317724,0.0001543708599999999,-0.005663774353846154
TOPIX1000,return,TOPIX1000_return,2009-01-26,-0.0070804225,-0.0285124198,0.0113449207,-0.0002878303,0.016377320642988063,0.0224305360821547,-0.0110999087,-0.007295820457142858
TOPIX1000,return,TOPIX1000_return,2009-01-27,0.0491872423,-0.0070804225,-0.0285124198,-0.0155959486,0.015515265821104351,0.021614676956909204,-0.01245842714,-0.007281460593333333
TOPIX1000,return,TOPIX1000_return,2009-01-28,-0.0014859385,0.0491872423,-0.0070804225,-0.0224482655,0.031280449362000605,0.025206003776049948,0.0004982110400000003,-0.0037521666625
TOPIX1000,return,TOPIX1000_return,2009-01-29,0.0178706176,-0.0014859385,0.0491872423,0.0113449207,0.028737511558501645,0.024411796687461223,0.004690676440000001,-0.003618859123529412
TOPIX1000,return,TOPIX1000_return,2009-01-30,-0.0304397578,0.0178706176,-0.0014859385,-0.0285124198,0.02925873040907298,0.02421850928919096,0.005995815820000001,-0.0024249993055555554
TOPIX1000,return,TOPIX1000_return,2009-02-02,-0.0207283004,-0.0304397578,0.0178706176,-0.0070804225,0.02983405350293102,0.02439789983295885,0.005610348220000001,-0.003899460278947369
TOPIX1000,return,TOPIX1000_return,2009-02-03,-0.0051874502,-0.0207283004,-0.0304397578,0.0491872423,0.031842184398563796,0.024043474505343148,0.0028807726400000002,-0.004740902285
TOPIX1000,return,TOPIX1000_return,2009-02-04,0.0250710668,-0.0051874502,-0.0207283004,-0.0014859385,0.018609033287747948,0.023434882727522782,-0.00799416586,-0.0047621664714285715
TOPIX1000,return,TOPIX1000_return,2009-02-05,-0.0082311993,0.0250710668,-0.0051874502,0.0178706176,0.023953507890326194,0.023726025033181938,-0.0026827647999999996,-0.004521678680952381
TOPIX1000,return,TOPIX1000_return,2009-02-06,0.0060405248,-0.0082311993,0.0250710668,-0.0304397578,0.02101882958939206,0.02371234789868124,-0.00790312818,-0.004928029166666666
TOPIX1000,return,TOPIX1000_return,2009-02-09,-0.0149483966,0.0060405248,-0.0082311993,-0.0207283004,0.017230266751519268,0.023456658652341027,-0.0006070716599999992,-0.005307340590476191
TOPIX1000,return,TOPIX1000_return,2009-02-10,-0.0009697254,-0.0149483966,0.0060405248,-0.0051874502,0.015665700325502963,0.022821066726909926,0.0005489091000000009,-0.0045350466285714285
TOPIX1000,return,TOPIX1000_return,2009-02-12,-0.0231691874,-0.0009697254,-0.0149483966,0.0250710668,0.015390737953246763,0.022827480535755024,0.0013924540600000006,-0.00425641489047619
TOPIX1000,return,TOPIX1000_return,2009-02-13,0.0055620142,-0.0231691874,-0.0009697254,-0.0082311993,0.011452863875954983,0.021002027539782336,-0.008255596779999999,-0.0030660582142857146
TOPIX1000,return,TOPIX1000_return,2009-02-16,0.006942725,0.0055620142,-0.0231691874,0.0060405248,0.013014872205201327,0.02098044042951817,-0.00549695408,-0.003113238633333333
TOPIX1000,return,TOPIX1000_return,2009-02-17,-0.0177152313,0.006942725,0.0055620142,-0.0149483966,0.013219464793796076,0.020206367329511424,-0.005316514039999999,-0.001395559661904762
